Suburb,Rooms,Type,SellerG,Bedrooms,Bathroom,Garage,Landsize,YearBuilt,CouncilArea,Regionname,Price
Brighton East,4,h,Nick,4,3,2,608,2000,Bayside,Southern Metropolitan,2100000
Broadmeadows,2,u,Barry,2,1,1,171,2008,Hume,Northern Metropolitan,310000
Brunswick,3,h,Raine,3,1,4,479,1925,Moreland,Northern Metropolitan,1925000
Brunswick,2,h,Woodards,2,1,0,138,1910,Moreland,Northern Metropolitan,890000
Brunswick,4,h,Nelson,4,1,1,318,1908,Moreland,Northern Metropolitan,1500000
Brunswick West,1,u,Jellis,1,1,1,406,1970,Moreland,Northern Metropolitan,312000
Brunswick West,3,h,Nelson,3,2,4,413,1910,Moreland,Northern Metropolitan,1010000
Brunswick West,3,u,Nelson,3,1,1,138,1970,Moreland,Northern Metropolitan,763000
Bundoora,4,h,Ray,4,2,2,300,2014,Whittlesea,Northern Metropolitan,755000
Burnley,3,h,hockingstuart,3,2,2,1212,2010,Yarra,Northern Metropolitan,1100000
Burwood,3,t,Bekdon,3,2,1,207,2012,Monash,Southern Metropolitan,918000
Camberwell,5,h,Fletchers,5,3,2,844,1920,Boroondara,Southern Metropolitan,2361000
Carnegie,3,h,hockingstuart,3,2,2,557,1930,Glen Eira,Southern Metropolitan,1550000
Carrum Downs,3,h,Ray,3,2,2,509,1993,Frankston,South-Eastern Metropolitan,500000
Chadstone,3,h,McGrath,3,1,1,280,2000,Monash,Southern Metropolitan,740000
Cheltenham,3,t,Ray,3,2,2,305,2000,Kingston,Southern Metropolitan,861000
Cheltenham,2,u,O'Brien,2,1,2,215,1980,Kingston,Southern Metropolitan,535000
Clayton,3,h,C21,3,1,1,816,1965,Monash,South-Eastern Metropolitan,1462000
Craigieburn,3,h,Del,3,1,1,320,1980,Hume,Northern Metropolitan,365000
Craigieburn,4,h,Ray,4,2,2,560,2007,Hume,Northern Metropolitan,600000
Croydon North,4,h,RW,4,2,2,841,2016,Maroondah,Eastern Metropolitan,820000
Dingley Village,4,h,Buxton,4,2,2,840,1980,Kingston,South-Eastern Metropolitan,1100000
Doncaster,4,h,Barry,4,2,2,280,2008,Manningham,Eastern Metropolitan,1120000
Doncaster East,3,u,Philip,3,2,1,236,1980,Manningham,Eastern Metropolitan,850000
Doncaster East,4,h,Biggin,4,2,2,886,1980,Manningham,Eastern Metropolitan,1241000
Doncaster East,4,h,Noel,4,3,2,284,2006,Manningham,Eastern Metropolitan,1125000
East Melbourne,3,h,Jellis,3,1,0,118,1890,Melbourne,Northern Metropolitan,1875000
East Melbourne,2,t,Caine,2,2,1,87,2005,Melbourne,Northern Metropolitan,1350000
Elsternwick,3,h,Biggin,3,1,0,377,1915,Glen Eira,Southern Metropolitan,1460000
Elsternwick,2,u,Biggin,2,1,1,1172,1970,Glen Eira,Southern Metropolitan,550000
Eltham,4,h,Barry,4,2,2,816,1966,Nillumbik,Eastern Metropolitan,1065000
Eltham,4,h,Morrison,4,2,3,1004,1985,Nillumbik,Eastern Metropolitan,977500
Eltham,4,h,Morrison,4,2,2,781,1970,Nillumbik,Eastern Metropolitan,861000
Elwood,2,u,Domain,2,1,1,605,1970,Port Phillip,Southern Metropolitan,550000
Elwood,4,t,Castran,4,3,2,142,2013,Port Phillip,Southern Metropolitan,1950000
Epping,4,h,Purplebricks,4,1,3,558,1980,Whittlesea,Northern Metropolitan,660000
Epping,3,h,Ray,3,2,2,420,2012,Whittlesea,Northern Metropolitan,568000
Epping,4,h,Harcourts,4,2,2,656,1980,Whittlesea,Northern Metropolitan,680000
Essendon,2,u,Barry,2,1,1,921,1970,Moonee Valley,Western Metropolitan,580000
Essendon,3,h,Brad,3,3,2,255,2007,Moonee Valley,Western Metropolitan,1100000
Essendon,2,h,Jellis,2,1,1,337,1940,Moonee Valley,Western Metropolitan,1195000
Essendon,4,h,Brad,4,1,3,616,1900,Moonee Valley,Western Metropolitan,1155000
Essendon North,3,t,Frank,3,2,1,161,2012,Moonee Valley,Western Metropolitan,800000
Essendon North,2,h,Nelson,2,1,1,173,2009,Moonee Valley,Western Metropolitan,685000
Fawkner,5,h,Jellis,5,2,2,737,1990,Moreland,Northern Metropolitan,1018000
Ferntree Gully,5,h,Schroeder,5,3,2,836,2001,Knox,Eastern Metropolitan,1100000
Fitzroy,3,h,Jellis,3,2,1,60,1950,Yarra,Northern Metropolitan,1394000
Fitzroy North,2,h,Nelson,2,1,0,183,1890,Yarra,Northern Metropolitan,1270000
Footscray,1,u,Trimson,1,1,1,1015,1970,Maribyrnong,Western Metropolitan,240000
Gisborne,3,h,McDonald,3,1,2,665,1930,Macedon Ranges,Northern Victoria,540000
Gladstone Park,5,h,Barry,5,2,3,551,1975,Hume,Western Metropolitan,691000
Glen Iris,2,h,hockingstuart,2,1,2,660,1928,Boroondara,Southern Metropolitan,1650000
Glen Waverley,3,h,VICProp,4,2,2,1590,1992,Monash,Eastern Metropolitan,3056000
Glen Waverley,5,h,Jellis,6,3,2,662,1960,Monash,Eastern Metropolitan,2650000
Glen Waverley,3,h,Harcourts,3,2,2,648,1980,Monash,Eastern Metropolitan,1550000
Glenroy,3,h,Stockdale,3,1,2,697,1960,Moreland,Northern Metropolitan,780000
Glenroy,2,u,YPA,2,1,1,136,1980,Moreland,Northern Metropolitan,422000
Glenroy,4,h,Eview,4,1,3,697,1960,Moreland,Northern Metropolitan,780000
Gowanbrae,4,h,Nelson,4,2,4,474,2000,Moreland,Western Metropolitan,945000
Greenvale,4,h,Barry,3,2,2,538,2000,Hume,Northern Metropolitan,645000
Hallam,3,h,REMAX,3,2,4,604,1995,Casey,South-Eastern Metropolitan,601000
Hampton,3,h,Buxton,3,1,3,753,1934,Bayside,Southern Metropolitan,2120000
Hampton,3,h,Marshall,3,2,1,455,1990,Bayside,Southern Metropolitan,2100000
Hawthorn,2,u,Marshall,2,1,1,1583,1970,Boroondara,Southern Metropolitan,762000
Hawthorn,4,h,Abercromby's,4,2,4,1690,1863,Boroondara,Southern Metropolitan,7650000
Hawthorn,2,u,Jellis,2,2,2,6996,2000,Boroondara,Southern Metropolitan,1080000
Hawthorn East,3,h,Jellis,3,1,2,616,1920,Boroondara,Southern Metropolitan,2225000
Hawthorn East,5,h,Noel,5,3,2,572,2000,Boroondara,Southern Metropolitan,2855000
Hawthorn East,4,h,Kay,4,3,3,1116,1984,Boroondara,Southern Metropolitan,3255000
Heidelberg,4,t,Miles,4,2,2,264,2000,Banyule,Eastern Metropolitan,828000
Heidelberg,4,h,Nelson,4,1,2,630,1950,Banyule,Eastern Metropolitan,1230000
Heidelberg Heights,3,h,Victory,3,1,2,290,1950,Banyule,Eastern Metropolitan,590000
Huntingdale,4,h,Ray,4,1,2,603,1960,Monash,Southern Metropolitan,1145000
Keilor Downs,3,h,Sweeney,3,1,4,802,1978,Brimbank,Western Metropolitan,550000
Kensington,2,u,Nelson,2,2,1,2135,2010,Melbourne,Northern Metropolitan,730000
Kensington,2,h,Hodges,2,1,0,147,1890,Melbourne,Northern Metropolitan,1150000
Kensington,4,h,Biggin,4,2,0,199,1982,Melbourne,Northern Metropolitan,1415000
Kew,5,h,Marshall,5,4,2,769,1940,Boroondara,Southern Metropolitan,3175000
Lalor,3,h,Harcourts,3,1,2,679,1965,Whittlesea,Northern Metropolitan,638000
Langwarrin,2,u,Mindacom,2,1,1,196,2012,Frankston,Eastern Victoria,400000
Maidstone,2,t,hockingstuart,2,1,1,59,2014,Maribyrnong,Western Metropolitan,505500
Malvern East,4,h,Marshall,4,3,4,960,1910,Stonnington,Southern Metropolitan,2520000
Maribyrnong,1,u,Frank,1,1,1,887,1972,Maribyrnong,Western Metropolitan,301000
Melton,4,h,Ryder,4,2,2,642,2004,Melton,Western Victoria,420000
Mentone,3,t,Obrien,3,2,2,435,1980,Kingston,South-Eastern Metropolitan,1051000
Mentone,2,u,Buxton,2,1,1,101,1990,Kingston,South-Eastern Metropolitan,660000
Mentone,2,u,Buxton,2,1,1,3160,1970,Kingston,South-Eastern Metropolitan,455000
Mill Park,4,h,Ray,4,2,2,612,2013,Whittlesea,Northern Metropolitan,865000
Mitcham,4,h,Noel,4,1,1,842,1950,Whitehorse,Eastern Metropolitan,1302000
Mitcham,3,t,Noel,3,2,2,343,2010,Whitehorse,Eastern Metropolitan,800000
Moonee Ponds,3,h,McDonald,3,2,2,596,1950,Moonee Valley,Western Metropolitan,1850000
Mooroolbark,3,h,iTRAK,3,1,2,484,1970,Yarra Ranges,Eastern Victoria,581000
Mordialloc,4,h,Ray,4,2,2,314,1995,Kingston,South-Eastern Metropolitan,1350000
Mordialloc,4,h,Ray,4,2,2,603,2004,Kingston,South-Eastern Metropolitan,1150000
Mount Waverley,4,h,McGrath,4,3,2,708,1960,Monash,Eastern Metropolitan,1352000
Mount Waverley,3,h,Ray,3,1,1,750,1970,Monash,Eastern Metropolitan,1530000
Mount Waverley,4,h,Jellis,4,3,2,720,1960,Monash,Eastern Metropolitan,1728000
Mulgrave,4,h,Woodards,4,2,4,726,1960,Monash,South-Eastern Metropolitan,902000
Murrumbeena,3,t,Barry,3,2,2,238,1998,Glen Eira,Southern Metropolitan,900000
Murrumbeena,3,h,hockingstuart,3,1,2,627,1930,Glen Eira,Southern Metropolitan,1561000
Niddrie,3,h,Nelson,3,1,4,646,1950,Moonee Valley,Western Metropolitan,1300000
Northcote,3,h,McGrath,3,1,0,375,1999,Darebin,Northern Metropolitan,1305000
Notting Hill,3,u,Barry,3,1,1,390,1970,Monash,Southern Metropolitan,840000
Nunawading,5,h,hockingstuart,5,3,2,766,1970,Whitehorse,Eastern Metropolitan,1060000
Oak Park,3,h,Nelson,3,1,1,722,1960,Moreland,Northern Metropolitan,840000
Oak Park,4,h,Rendina,4,2,4,553,2001,Moreland,Northern Metropolitan,1071888
Oak Park,2,t,Eview,2,2,1,208,2010,Moreland,Northern Metropolitan,790000
Oakleigh East,3,t,Biggin,3,2,1,200,2013,Monash,Southern Metropolitan,820000
Oakleigh South,3,h,hockingstuart,3,1,2,673,1950,Monash,South-Eastern Metropolitan,1218500
Ormond,2,h,Buxton,2,1,1,126,1970,Glen Eira,Southern Metropolitan,695000
Parkdale,3,h,Buxton,3,2,2,454,1950,Kingston,South-Eastern Metropolitan,940000
Parkdale,4,h,Buxton,4,2,2,597,1970,Kingston,South-Eastern Metropolitan,1300000
Pascoe Vale,3,h,Nelson,3,2,4,689,1950,Moreland,Northern Metropolitan,1199000
Port Melbourne,3,t,Marshall,3,2,2,104,2015,Port Phillip,Southern Metropolitan,1388000
Prahran,3,h,hockingstuart,3,2,2,142,2000,Stonnington,Southern Metropolitan,2200000
Prahran,4,h,RT,4,2,2,291,1890,Stonnington,Southern Metropolitan,2300000
Preston,4,h,McGrath,4,1,1,313,1950,Darebin,Northern Metropolitan,840000
Reservoir,3,u,Barry,3,1,1,178,2009,Darebin,Northern Metropolitan,510000
Reservoir,3,h,Barry,3,1,2,893,1940,Darebin,Northern Metropolitan,780000
Richmond,3,t,Jellis,3,2,1,124,2008,Yarra,Northern Metropolitan,1255000
Richmond,2,h,Biggin,2,1,1,110,1890,Yarra,Northern Metropolitan,1275000
Richmond,3,h,Biggin,3,2,2,134,2007,Yarra,Northern Metropolitan,1120000
Richmond,3,h,Biggin,3,2,1,105,1997,Yarra,Northern Metropolitan,1190000
Richmond,1,u,hockingstuart,1,1,1,1347,2003,Yarra,Northern Metropolitan,534000
Richmond,3,h,Marshall,3,3,3,81,2000,Yarra,Northern Metropolitan,1425000
Richmond,2,u,Marshall,2,2,1,2226,2011,Yarra,Northern Metropolitan,650000
Ringwood,2,u,Jellis,2,1,2,750,1975,Maroondah,Eastern Metropolitan,475000
Ringwood East,4,h,Barry,4,2,1,842,1960,Maroondah,Eastern Metropolitan,1175000
Ringwood North,3,h,Carter,3,2,2,306,1997,Maroondah,Eastern Metropolitan,755000
Ringwood North,2,u,Philip,2,1,1,209,1996,Maroondah,Eastern Metropolitan,602000
Rowville,4,h,Jellis,4,2,2,502,2003,Knox,South-Eastern Metropolitan,1005800
Skye,4,h,Ray,4,2,1,534,2002,Frankston,South-Eastern Metropolitan,555698
Southbank,2,u,Greg,2,1,1,8888,1994,Melbourne,Southern Metropolitan,642500
Southbank,1,u,Dingle,1,1,1,3878,2012,Melbourne,Southern Metropolitan,422500
St Albans,3,t,Ray,3,1,1,160,2000,Brimbank,Western Metropolitan,460000
St Albans,3,h,S&L,3,1,1,582,1960,Brimbank,Western Metropolitan,610000
St Albans,3,u,Sweeney,3,1,1,388,1992,Brimbank,Western Metropolitan,500000
St Kilda,2,u,hockingstuart,2,1,1,1123,1920,Port Phillip,Southern Metropolitan,615000
Sunbury,3,h,Raine,3,1,6,639,1990,Hume,Western Metropolitan,455000
Sunshine,4,u,Bells,4,2,2,283,2007,Brimbank,Western Metropolitan,660000
Sunshine,3,h,GL,3,1,2,459,1970,Brimbank,Western Metropolitan,810000
Sunshine,3,h,Douglas,3,1,2,631,1965,Brimbank,Western Metropolitan,805000
Sunshine West,3,h,hockingstuart,3,1,1,305,2006,Brimbank,Western Metropolitan,453000
Surrey Hills,2,u,hockingstuart,2,1,1,1501,1960,Boroondara,Southern Metropolitan,807000
Sydenham,3,h,YPA,3,2,1,338,2000,Brimbank,Western Metropolitan,471000
Taylors Hill,3,h,Barry,3,2,2,431,2008,Melton,Western Metropolitan,558000
Taylors Lakes,5,h,Barry,5,2,2,663,1996,Brimbank,Western Metropolitan,780000
Templestowe Lower,3,h,Barry,3,2,1,673,1965,Manningham,Eastern Metropolitan,1240000
Thornbury,3,h,McGrath,3,1,2,612,1950,Darebin,Northern Metropolitan,1031000
Vermont South,4,h,Noel,4,2,2,651,1975,Whitehorse,Eastern Metropolitan,1050000
Viewbank,3,h,Nelson,3,2,2,541,1960,Banyule,Eastern Metropolitan,940000
Watsonia,3,h,Barry,3,2,1,447,1997,Banyule,Northern Metropolitan,835000
Werribee,3,h,YPA,3,2,2,1025,1970,Wyndham,Western Metropolitan,830000
Abbotsford,3,h,Nelson,3,2,1,92,2004,Yarra,Northern Metropolitan,855000
Airport West,3,u,Brad,3,2,2,143,2012,Moonee Valley,Western Metropolitan,737500
Airport West,3,h,Jellis,3,1,2,573,1965,Moonee Valley,Western Metropolitan,905000
Albert Park,2,u,Greg,2,1,0,324,1930,Port Phillip,Southern Metropolitan,685000
Alphington,1,h,Nelson,1,1,1,60,1970,Yarra,Northern Metropolitan,330000
Ascot Vale,3,h,Brad,3,2,1,150,1990,Moonee Valley,Western Metropolitan,1010000
Ascot Vale,3,h,Brad,3,1,0,196,1900,Moonee Valley,Western Metropolitan,990000
Avondale Heights,4,h,Moonee,4,2,2,344,2004,Moonee Valley,Western Metropolitan,773000
Balwyn North,5,h,Jellis,5,3,2,836,1970,Boroondara,Southern Metropolitan,3200000
Balwyn North,2,u,hockingstuart,2,1,1,140,1970,Boroondara,Southern Metropolitan,682000
Beaconsfield Upper,4,h,LJ,4,2,2,1031,1960,Cardinia,Eastern Victoria,675000
Bentleigh East,4,h,hockingstuart,4,3,2,933,1960,Glen Eira,Southern Metropolitan,1815000
Bentleigh East,3,h,Buxton,3,1,2,580,1950,Glen Eira,Southern Metropolitan,1225000
Berwick,3,h,Harcourts,3,2,2,703,1980,Casey,Eastern Victoria,690000
Blackburn,3,h,Fletchers,3,1,1,335,1960,Whitehorse,Eastern Metropolitan,880000
Blackburn South,3,h,Noel,3,1,2,579,1960,Whitehorse,Eastern Metropolitan,1264000
Braybrook,2,h,Sweeney,2,1,2,567,1950,Maribyrnong,Western Metropolitan,570000
Brighton,3,h,Hodges,3,2,2,697,1991,Bayside,Southern Metropolitan,2655000
Brighton East,4,h,Buxton,4,2,2,725,2000,Bayside,Southern Metropolitan,2525000
Brighton East,3,h,Buxton,3,1,2,684,1940,Bayside,Southern Metropolitan,1300000
Brunswick,3,h,Woodards,3,1,1,406,1900,Moreland,Northern Metropolitan,1275000
Brunswick,3,h,Nelson,3,1,0,186,1890,Moreland,Northern Metropolitan,1204000
Brunswick West,4,h,Alexkarbon,4,2,2,645,1950,Moreland,Northern Metropolitan,1268000
Brunswick West,3,h,Collins,3,1,2,613,1950,Moreland,Northern Metropolitan,1445000
Carlton,3,h,Jellis,3,1,0,96,1910,Melbourne,Northern Metropolitan,1000000
Caroline Springs,5,h,RW,5,5,4,688,2006,Melton,Western Metropolitan,1150000
Caulfield South,4,h,Gary,4,2,2,627,1925,Glen Eira,Southern Metropolitan,1700000
Chelsea Heights,4,h,Buxton,4,2,2,536,1985,Kingston,South-Eastern Metropolitan,732000
Cheltenham,3,h,Buxton,3,1,1,366,1970,Kingston,Southern Metropolitan,800000
Cheltenham,3,h,Ray,3,1,2,533,1965,Kingston,Southern Metropolitan,877000
Cheltenham,4,h,Buxton,4,2,4,712,1960,Kingston,Southern Metropolitan,1255000
Cheltenham,3,h,Barry,3,1,2,537,1965,Kingston,Southern Metropolitan,900000
Clayton,3,u,Buxton,3,2,1,318,2000,Monash,South-Eastern Metropolitan,780000
Coburg,4,h,Ray,4,2,2,441,2002,Moreland,Northern Metropolitan,1020000
Coburg,2,h,Nelson,2,1,1,476,1930,Moreland,Northern Metropolitan,996000
Collingwood,2,h,Nelson,2,1,0,151,1900,Yarra,Northern Metropolitan,1095000
Craigieburn,4,h,Ray,4,2,2,479,2009,Hume,Northern Metropolitan,492000
Craigieburn,3,h,Ray,3,2,2,263,2008,Hume,Northern Metropolitan,425000
Croydon,4,h,McGrath,4,3,2,907,1970,Maroondah,Eastern Metropolitan,860000
Deer Park,3,h,FN,3,1,2,586,1990,Brimbank,Western Metropolitan,645000
Dingley Village,3,h,Ray,3,2,1,526,1980,Kingston,South-Eastern Metropolitan,801000
Dingley Village,5,h,Ray,5,3,2,619,1975,Kingston,South-Eastern Metropolitan,955000
Eltham North,3,h,Morrison,3,1,2,768,1985,Nillumbik,Eastern Metropolitan,967500
Eltham North,4,h,Buckingham,4,2,2,786,1980,Nillumbik,Eastern Metropolitan,890000
Elwood,3,h,Gary,3,2,2,188,2010,Port Phillip,Southern Metropolitan,1800000
Essendon,2,h,Nelson,2,1,2,470,1937,Moonee Valley,Western Metropolitan,1200000
Essendon,2,u,Weda,2,2,2,1523,2013,Moonee Valley,Western Metropolitan,720000
Essendon,3,u,Brad,3,2,1,223,2002,Moonee Valley,Western Metropolitan,930000
Fawkner,3,h,Stockdale,3,1,4,616,1960,Moreland,Northern Metropolitan,650000
Fitzroy,2,u,Nelson,2,1,1,470,2007,Yarra,Northern Metropolitan,700000
Flemington,4,h,Nelson,4,2,1,302,1928,Moonee Valley,Northern Metropolitan,1340000
Forest Hill,3,h,Noel,3,1,2,617,1960,Whitehorse,Eastern Metropolitan,800000
Frankston,3,h,U,3,1,2,537,1960,Frankston,South-Eastern Metropolitan,570000
Glenroy,3,h,Stockdale,3,1,2,197,2003,Moreland,Northern Metropolitan,512000
Greensborough,5,h,Morrison,5,3,3,616,1960,Banyule,Northern Metropolitan,1050000
Greensborough,3,h,Morrison,3,2,2,1036,1954,Banyule,Northern Metropolitan,895000
Greensborough,5,h,Barry,4,3,2,789,1980,Banyule,Northern Metropolitan,880000
Greensborough,4,h,Nelson,4,2,2,1070,1980,Banyule,Northern Metropolitan,925000
Greenvale,4,h,YPA,4,2,2,680,2011,Hume,Northern Metropolitan,715000
Greenvale,4,h,YPA,4,2,2,494,2014,Hume,Northern Metropolitan,840500
Hampton,4,h,Charlton,4,2,3,633,1950,Bayside,Southern Metropolitan,1600000
Hampton,2,t,Hodges,2,1,1,348,1992,Bayside,Southern Metropolitan,1285000
Hampton,2,u,Marshall,2,1,1,128,1967,Bayside,Southern Metropolitan,878000
Hampton East,3,u,Buxton,3,2,2,254,1994,Bayside,Southern Metropolitan,957000
Hawthorn,3,t,Marshall,3,2,2,159,2000,Boroondara,Southern Metropolitan,1236000
Hawthorn,4,h,Marshall,4,3,3,451,1970,Boroondara,Southern Metropolitan,2010000
Hawthorn,3,h,Jellis,3,2,1,362,1890,Boroondara,Southern Metropolitan,2370000
Hawthorn,2,h,Jellis,2,1,1,264,1910,Boroondara,Southern Metropolitan,1682000
Heidelberg,3,t,Miles,3,2,2,137,2000,Banyule,Eastern Metropolitan,781000
Hillside,3,h,Barry,3,2,2,666,2002,Melton,Western Metropolitan,660000
Ivanhoe,3,t,Nelson,3,2,1,103,1997,Banyule,Eastern Metropolitan,975000
Keilor Downs,4,h,Prof.,4,2,2,713,1982,Brimbank,Western Metropolitan,670000
Keilor Downs,3,h,Brad,3,1,1,307,1990,Brimbank,Western Metropolitan,575000
Kew,2,u,Jellis,2,1,2,964,1960,Boroondara,Southern Metropolitan,797000
Lalor,3,h,Harcourts,3,1,1,364,1985,Whittlesea,Northern Metropolitan,560000
Lalor,2,h,Harcourts,2,1,2,416,1960,Whittlesea,Northern Metropolitan,511500
Malvern East,3,h,Marshall,3,1,2,706,1930,Stonnington,Southern Metropolitan,1690000
Malvern East,4,h,Marshall,4,3,2,552,2015,Stonnington,Southern Metropolitan,3600000
Maribyrnong,3,t,Edward,3,2,2,198,1990,Maribyrnong,Western Metropolitan,815000
Meadow Heights,3,h,Raine,3,1,1,565,1975,Hume,Northern Metropolitan,467000
Melton,4,h,hockingstuart,4,2,2,590,1970,Melton,Western Victoria,405000
Melton South,3,h,Reliance,3,1,2,615,1980,Melton,Western Victoria,465000
Mill Park,2,h,Ray,2,1,1,389,2005,Whittlesea,Northern Metropolitan,428000
Mill Park,4,h,Ray,4,2,2,643,2001,Whittlesea,Northern Metropolitan,722500
Mill Park,2,h,Ray,2,1,1,257,1985,Whittlesea,Northern Metropolitan,421000
Moonee Ponds,1,u,Nelson,1,1,1,114,1970,Moonee Valley,Western Metropolitan,286000
Mordialloc,4,h,O'Brien,4,2,2,413,1975,Kingston,South-Eastern Metropolitan,920000
Mount Evelyn,3,h,Max,3,1,4,2385,1930,Yarra Ranges,Eastern Victoria,620000
Mount Waverley,3,h,McGrath,3,1,4,807,1196,Monash,Eastern Metropolitan,1200000
Mulgrave,3,h,Win,3,1,2,739,1965,Monash,South-Eastern Metropolitan,865000
Murrumbeena,4,h,Marshall,4,1,2,718,1920,Glen Eira,Southern Metropolitan,1920000
Newport,3,h,Williams,3,1,1,396,1900,Hobsons Bay,Western Metropolitan,1230000
Newport,3,h,Hunter,3,1,2,492,1940,Hobsons Bay,Western Metropolitan,1220000
Noble Park,3,h,Leyton,3,1,2,550,1960,Greater Dandenong,South-Eastern Metropolitan,660000
North Melbourne,2,u,Alexkarbon,2,2,1,1223,2011,Melbourne,Northern Metropolitan,570000
North Warrandyte,5,h,Jellis,5,3,4,4221,1980,Nillumbik,Eastern Metropolitan,1550000
Northcote,3,h,Nelson,3,1,0,271,1910,Darebin,Northern Metropolitan,1350000
Nunawading,4,h,Ray,4,2,2,697,1970,Whitehorse,Eastern Metropolitan,1075000
Oak Park,4,h,Rendina,4,2,4,553,2001,Moreland,Northern Metropolitan,1071888
Oak Park,2,t,Eview,2,1,1,132,2014,Moreland,Northern Metropolitan,560000
Oakleigh,5,h,HAR,5,2,2,546,1935,Monash,Southern Metropolitan,1750000
Oakleigh East,3,h,Buxton,3,1,2,700,1960,Monash,Southern Metropolitan,1210000
Parkdale,4,h,Buxton,4,2,2,597,1970,Kingston,South-Eastern Metropolitan,1300000
Parkdale,3,h,Buxton,3,2,2,259,2007,Kingston,South-Eastern Metropolitan,1400000
Pascoe Vale,2,h,Brad,2,1,1,487,1940,Moreland,Northern Metropolitan,740000
Preston,3,h,McGrath,3,2,3,468,1940,Darebin,Northern Metropolitan,1242000
Preston,2,t,Jellis,2,2,1,70,1940,Darebin,Northern Metropolitan,660000
Preston,5,h,RW,5,3,4,525,2014,Darebin,Northern Metropolitan,1350000
Preston,3,h,Nelson,3,3,2,158,2008,Darebin,Northern Metropolitan,1020000
Reservoir,5,h,Ray,5,3,4,890,1960,Darebin,Northern Metropolitan,912000
Reservoir,3,h,Nelson,3,1,3,494,1960,Darebin,Northern Metropolitan,685000
Reservoir,3,h,Harcourts,3,1,4,601,1950,Darebin,Northern Metropolitan,911000
Richmond,2,u,Biggin,2,2,2,180,1940,Yarra,Northern Metropolitan,890500
Richmond,1,u,Biggin,1,1,0,1082,1970,Yarra,Northern Metropolitan,355000
Richmond,3,h,Marshall,3,1,2,187,1900,Yarra,Northern Metropolitan,1530000
Riddells Creek,4,h,Raine,4,2,4,1459,2011,Macedon Ranges,Northern Victoria,817000
Ringwood,3,h,Fletchers,3,2,2,921,1980,Maroondah,Eastern Metropolitan,1085000
Ringwood North,3,h,Fletchers,3,1,1,446,1955,Maroondah,Eastern Metropolitan,750000
Rowville,4,h,Fletchers,4,2,0,725,1985,Knox,South-Eastern Metropolitan,860000
Sandhurst,4,h,Harcourts,4,2,2,448,2010,Frankston,South-Eastern Metropolitan,645000
Sandringham,4,h,Charlton,4,2,2,463,1998,Bayside,Southern Metropolitan,1770000
Sandringham,5,h,hockingstuart,5,3,2,640,1980,Bayside,Southern Metropolitan,2250000
Seddon,3,h,Village,3,1,1,297,1920,Maribyrnong,Western Metropolitan,1085000
South Yarra,2,u,Castran,2,1,1,708,1970,Melbourne,Southern Metropolitan,945000
Sunshine West,4,h,Sweeney,4,2,2,696,1999,Brimbank,Western Metropolitan,780000
Surrey Hills,5,h,Noel,5,3,2,735,1945,Whitehorse,Southern Metropolitan,2000000
